run,profile,tier,seed,motion_scale,phase_scale,method,method_label,pipeline_label,headline_label,upstream_baseline_label,baseline_type,role,run_stap,eval_score,score_label,score_semantics,bundle_dir,score_file,T,H,W,prf_hz,motion_disp_rms_px,phase_rms_rad,n_h1_pf_main,n_h0_bg,n_h0_nuisance_pa,n_h1_alias_qc,auc_main_vs_bg,auc_main_vs_nuisance,fpr_floor_bg,fpr_floor_nuisance,thr@1e-04,tpr_main@1e-04,fpr_bg@1e-04,fpr_nuisance@1e-04,tpr_alias_qc@1e-04,thr@1e-03,tpr_main@1e-03,fpr_bg@1e-03,fpr_nuisance@1e-03,tpr_alias_qc@1e-03,thr_match_tpr@0p25,tpr_main_match@0p25,fpr_bg_match@0p25,fpr_nuisance_match@0p25,tpr_alias_qc_match@0p25,thr_match_tpr@0p5,tpr_main_match@0p5,fpr_bg_match@0p5,fpr_nuisance_match@0p5,tpr_alias_qc_match@0p5,thr_match_tpr@0p75,tpr_main_match@0p75,fpr_bg_match@0p75,fpr_nuisance_match@0p75,tpr_alias_qc_match@0p75
simus_clinintraop_pf_v1_motionx0_phasex0_seed21,ClinIntraOp-Pf-v1,paper,21,0.0,0.0,baseline_mc_svd,MC-SVD,MC-SVD,MC-SVD (Baseline score),MC-SVD,mc_svd,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0_phasex0_seed21/simus_clinintraop_pf_v1_motionx0_phasex0_seed21_baseline_mc_svd,score_base.npy,64,128,128,1500.0,0.0,0.0,426,12046,290,290,0.9522657278554274,0.1355917111866602,8.301510874979246e-05,0.0034482758620689655,9283324.782000028,0.19248826291079812,0.00016603021749958492,0.8379310344827586,0.8379310344827586,7955297.647499998,0.27230046948356806,0.001079196413747302,0.8862068965517241,0.8862068965517241,8384862.25,0.2511737089201878,0.0005811057612485472,0.8689655172413793,0.8689655172413793,4633803.0,0.5,0.030549560019923625,0.9655172413793104,0.9655172413793104,2647079.1875,0.7488262910798122,0.06109912003984725,0.993103448275862,0.993103448275862
simus_clinintraop_pf_v1_motionx0_phasex0_seed21,ClinIntraOp-Pf-v1,paper,21,0.0,0.0,baseline_svd_similarity,Adaptive Local SVD,Adaptive Local SVD,Adaptive Local SVD (Baseline score),Adaptive Local SVD,svd_similarity,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0_phasex0_seed21/simus_clinintraop_pf_v1_motionx0_phasex0_seed21_baseline_svd_similarity,score_base.npy,64,128,128,1500.0,0.0,0.0,426,12046,290,290,0.7708642691279672,6.475635421725756e-05,8.301510874979246e-05,0.0034482758620689655,2450046.005000047,0.0,0.00016603021749958492,0.33448275862068966,0.33448275862068966,1863349.1762499956,0.0,0.001079196413747302,0.4793103448275862,0.4793103448275862,58040.068359375,0.2511737089201878,0.15581935912336045,1.0,1.0,25207.2177734375,0.5,0.2060434999169849,1.0,1.0,12273.791259765625,0.7488262910798122,0.28125518844429687,1.0,1.0
simus_clinintraop_pf_v1_motionx0_phasex0_seed21,ClinIntraOp-Pf-v1,paper,21,0.0,0.0,baseline_local_svd,Local SVD,Local SVD,Local SVD (Baseline score),Local SVD,local_svd,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0_phasex0_seed21/simus_clinintraop_pf_v1_motionx0_phasex0_seed21_baseline_local_svd,score_base.npy,64,128,128,1500.0,0.0,0.0,426,12046,290,290,0.9122978504153484,0.23438562408936378,8.301510874979246e-05,0.0034482758620689655,9338210.436500011,0.03755868544600939,0.00016603021749958492,0.010344827586206896,0.010344827586206896,7752580.807499999,0.05868544600938967,0.001079196413747302,0.05517241379310345,0.05517241379310345,3926820.6875,0.2511737089201878,0.03627760252365931,0.6,0.6,2344443.75,0.5,0.06674414743483315,0.9620689655172414,0.9620689655172414,1301911.53125,0.7488262910798122,0.10941391333222647,1.0,1.0
simus_clinintraop_pf_v1_motionx0_phasex0_seed21,ClinIntraOp-Pf-v1,paper,21,0.0,0.0,baseline_rpca,RPCA,RPCA,RPCA (Baseline score),RPCA,rpca,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0_phasex0_seed21/simus_clinintraop_pf_v1_motionx0_phasex0_seed21_baseline_rpca,score_base.npy,64,128,128,1500.0,0.0,0.0,426,12046,290,290,0.8799332605294727,0.024696454589606606,8.301510874979246e-05,0.0034482758620689655,10782816.883500004,0.014084507042253521,0.00016603021749958492,0.6758620689655173,0.6758620689655173,8362774.38999999,0.03755868544600939,0.001079196413747302,0.8551724137931035,0.8551724137931035,2044665.15625,0.2511737089201878,0.04433006807238918,0.9896551724137931,0.9896551724137931,660862.65625,0.5,0.07338535613481653,1.0,1.0,109118.90234375,0.7488262910798122,0.10725552050473186,1.0,1.0
simus_clinintraop_pf_v1_motionx0_phasex0_seed21,ClinIntraOp-Pf-v1,paper,21,0.0,0.0,baseline_hosvd,HOSVD,HOSVD,HOSVD (Baseline score),HOSVD,hosvd,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0_phasex0_seed21/simus_clinintraop_pf_v1_motionx0_phasex0_seed21_baseline_hosvd,score_base.npy,64,128,128,1500.0,0.0,0.0,426,12046,290,290,0.9462592144822001,0.00984296584102315,8.301510874979246e-05,0.0034482758620689655,2221030.9405625924,0.06103286384976526,0.00016603021749958492,0.9448275862068966,0.9448275862068966,1656412.5,0.1643192488262911,0.0011622115224970944,1.0,1.0,1342116.0,0.2535211267605634,0.005977087829985057,1.0,1.0,941906.6875,0.5070422535211268,0.018761414577453096,1.0,1.0,601295.6875,0.7511737089201878,0.061265150257346836,1.0,1.0
simus_clinintraop_pf_v1_motionx0_phasex0_seed21,ClinIntraOp-Pf-v1,paper,21,0.0,0.0,stap,MC-SVD -> STAP,MC-SVD -> STAP,MC-SVD -> STAP (STAP detector),MC-SVD,mc_svd,stap,1,vnext,STAP detector,stap_detector_score_pre_ka,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0_phasex0_seed21/simus_clinintraop_pf_v1_motionx0_phasex0_seed21_stap,score_stap_preka.npy,64,128,128,1500.0,0.0,0.0,426,12046,290,290,0.9514061512246872,1.0,8.301510874979246e-05,0.0034482758620689655,9.698175082206731,0.10093896713615023,0.00016603021749958492,0.0,0.0,9.551032361984252,0.16901408450704225,0.001079196413747302,0.0,0.0,9.425453662872314,0.2511737089201878,0.0029885439149925285,0.0,0.0,9.005438327789307,0.5,0.020338701643699154,0.0,0.0,8.107855081558228,0.7488262910798122,0.05703137971110742,0.0,0.0
simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21,ClinIntraOp-Pf-v1,paper,21,0.25,0.25,baseline_mc_svd,MC-SVD,MC-SVD,MC-SVD (Baseline score),MC-SVD,mc_svd,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21/simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21_baseline_mc_svd,score_base.npy,64,128,128,1500.0,1.4349414110183716,0.15000000596046448,426,12046,290,290,0.626532759009088,0.04604176784847013,8.301510874979246e-05,0.0034482758620689655,133258554.46000257,0.0,0.00016603021749958492,0.0,0.0,54008908.87999994,0.0,0.001079196413747302,0.0,0.0,8995207.75,0.2511737089201878,0.1597210692346007,0.9896551724137931,0.9896551724137931,6255528.75,0.5,0.3303171177154242,1.0,1.0,4355240.875,0.7488262910798122,0.5414245392661464,1.0,1.0
simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21,ClinIntraOp-Pf-v1,paper,21,0.25,0.25,baseline_svd_similarity,Adaptive Local SVD,Adaptive Local SVD,Adaptive Local SVD (Baseline score),Adaptive Local SVD,svd_similarity,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21/simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21_baseline_svd_similarity,score_base.npy,64,128,128,1500.0,1.4349414110183716,0.15000000596046448,426,12046,290,290,0.5021201980826238,0.042415412012303706,8.301510874979246e-05,0.0034482758620689655,191868282.46400338,0.0,0.00016603021749958492,0.0,0.0,112992766.07999937,0.0,0.001079196413747302,0.0,0.0,12250216.0,0.2511737089201878,0.2828324755105429,0.9862068965517241,0.9862068965517241,8706129.0,0.5,0.4868836128175328,1.0,1.0,5721101.0,0.7488262910798122,0.7075377718744812,1.0,1.0
simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21,ClinIntraOp-Pf-v1,paper,21,0.25,0.25,baseline_local_svd,Local SVD,Local SVD,Local SVD (Baseline score),Local SVD,local_svd,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21/simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21_baseline_local_svd,score_base.npy,64,128,128,1500.0,1.4349414110183716,0.15000000596046448,426,12046,290,290,0.20776489419665928,0.1468997895418488,8.301510874979246e-05,0.0034482758620689655,59082068.82800005,0.0,0.00016603021749958492,0.0,0.0,45551788.59999999,0.0,0.001079196413747302,0.0,0.0,3576933.5,0.2511737089201878,0.7086999833969783,0.8275862068965517,0.8275862068965517,2440860.75,0.5,0.8546405445791134,0.993103448275862,0.993103448275862,1832206.28125,0.7488262910798122,0.9125020753777188,1.0,1.0
simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21,ClinIntraOp-Pf-v1,paper,21,0.25,0.25,baseline_rpca,RPCA,RPCA,RPCA (Baseline score),RPCA,rpca,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21/simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21_baseline_rpca,score_base.npy,64,128,128,1500.0,1.4349414110183716,0.15000000596046448,426,12046,290,290,0.46158037382521927,0.015152986886838271,8.301510874979246e-05,0.0034482758620689655,711032381.3440253,0.0,0.00016603021749958492,0.0,0.0,282900266.87999994,0.0,0.001079196413747302,0.0,0.0,8806174.75,0.2511737089201878,0.39789141623775526,1.0,1.0,5058063.0,0.5,0.5419226299186451,1.0,1.0,2453399.9375,0.7488262910798122,0.6903536443632741,1.0,1.0
simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21,ClinIntraOp-Pf-v1,paper,21,0.25,0.25,baseline_hosvd,HOSVD,HOSVD,HOSVD (Baseline score),HOSVD,hosvd,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21/simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21_baseline_hosvd,score_base.npy,64,128,128,1500.0,1.4349414110183716,0.15000000596046448,426,12046,290,290,0.8142051712566617,0.021693378662781284,8.301510874979246e-05,0.0034482758620689655,2878672.25,0.0,0.00033206043499916984,0.20689655172413793,0.20689655172413793,2008261.75,0.0,0.0013282417399966794,0.696551724137931,0.696551724137931,1118209.625,0.25821596244131456,0.026564834799933587,1.0,1.0,769941.0,0.5070422535211268,0.10526315789473684,1.0,1.0,496442.78125,0.755868544600939,0.3026730865017433,1.0,1.0
simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21,ClinIntraOp-Pf-v1,paper,21,0.25,0.25,stap,MC-SVD -> STAP,MC-SVD -> STAP,MC-SVD -> STAP (STAP detector),MC-SVD,mc_svd,stap,1,vnext,STAP detector,stap_detector_score_pre_ka,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21/simus_clinintraop_pf_v1_motionx0p25_phasex0p25_seed21_stap,score_stap_preka.npy,64,128,128,1500.0,1.4349414110183716,0.15000000596046448,426,12046,290,290,0.4970155483791008,0.41466731423020886,8.301510874979246e-05,0.0034482758620689655,1.633379385828973,0.0,0.00016603021749958492,0.0,0.0,1.5874979329109191,0.0,0.001079196413747302,0.0,0.0,1.3802508413791656,0.2511737089201878,0.24082683048314793,0.3482758620689655,0.3482758620689655,1.330786645412445,0.5,0.49975095467375064,0.6344827586206897,0.6344827586206897,1.2813197374343872,0.7488262910798122,0.7634899551718413,0.8310344827586207,0.8310344827586207
simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21,ClinIntraOp-Pf-v1,paper,21,0.5,0.5,baseline_mc_svd,MC-SVD,MC-SVD,MC-SVD (Baseline score),MC-SVD,mc_svd,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21/simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21_baseline_mc_svd,score_base.npy,64,128,128,1500.0,1.4786229133605957,0.30000001192092896,426,12046,290,290,0.6093294366898719,0.03742917273757487,8.301510874979246e-05,0.0034482758620689655,138646531.66000104,0.0,0.00016603021749958492,0.0,0.0,78769347.99999978,0.0,0.001079196413747302,0.0,0.0,8228470.875,0.2511737089201878,0.18968952349327578,0.996551724137931,0.996551724137931,5734426.0,0.5,0.3529802424041176,1.0,1.0,3984450.0,0.7488262910798122,0.5689855553710775,1.0,1.0
simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21,ClinIntraOp-Pf-v1,paper,21,0.5,0.5,baseline_svd_similarity,Adaptive Local SVD,Adaptive Local SVD,Adaptive Local SVD (Baseline score),Adaptive Local SVD,svd_similarity,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21/simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21_baseline_svd_similarity,score_base.npy,64,128,128,1500.0,1.4786229133605957,0.30000001192092896,426,12046,290,290,0.7487278811504258,0.012570827262425125,8.301510874979246e-05,0.0034482758620689655,46903220.62200014,0.0,0.00016603021749958492,0.0,0.0,21379140.28999999,0.0,0.001079196413747302,0.010344827586206896,0.010344827586206896,2636507.625,0.2511737089201878,0.11572306159721069,0.993103448275862,0.993103448275862,1744671.25,0.5,0.1981570645857546,1.0,1.0,1173719.65625,0.7488262910798122,0.33230948032541924,1.0,1.0
simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21,ClinIntraOp-Pf-v1,paper,21,0.5,0.5,baseline_local_svd,Local SVD,Local SVD,Local SVD (Baseline score),Local SVD,local_svd,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21/simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21_baseline_local_svd,score_base.npy,64,128,128,1500.0,1.4786229133605957,0.30000001192092896,426,12046,290,290,0.19874888826010464,0.14647887323943662,8.301510874979246e-05,0.0034482758620689655,61220454.98200043,0.0,0.00016603021749958492,0.0,0.0,41405986.99999999,0.0,0.001079196413747302,0.0,0.0,3425950.875,0.2511737089201878,0.7461397974431346,0.8931034482758621,0.8931034482758621,2443001.0,0.5,0.8694172339365764,1.0,1.0,1867720.34375,0.7488262910798122,0.9220488128839449,1.0,1.0
simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21,ClinIntraOp-Pf-v1,paper,21,0.5,0.5,baseline_rpca,RPCA,RPCA,RPCA (Baseline score),RPCA,rpca,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21/simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21_baseline_rpca,score_base.npy,64,128,128,1500.0,1.4786229133605957,0.30000001192092896,426,12046,290,290,0.4455579706586411,0.02895418487939129,8.301510874979246e-05,0.0034482758620689655,892229858.8800132,0.0,0.00016603021749958492,0.0,0.0,458362961.27999705,0.0,0.001079196413747302,0.0,0.0,11552353.25,0.2511737089201878,0.3994687033040013,0.996551724137931,0.996551724137931,6232267.5,0.5,0.5696496762410759,1.0,1.0,3147435.3125,0.7488262910798122,0.7103602855719741,1.0,1.0
simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21,ClinIntraOp-Pf-v1,paper,21,0.5,0.5,baseline_hosvd,HOSVD,HOSVD,HOSVD (Baseline score),HOSVD,hosvd,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21/simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21_baseline_hosvd,score_base.npy,64,128,128,1500.0,1.4786229133605957,0.30000001192092896,426,12046,290,290,0.7705080446707029,0.07077869515946253,8.301510874979246e-05,0.0034482758620689655,2755216.0,0.009389671361502348,0.00033206043499916984,0.10344827586206896,0.10344827586206896,2235270.25,0.018779342723004695,0.0013282417399966794,0.3724137931034483,0.3724137931034483,1066302.125,0.2535211267605634,0.04798273285738004,0.9862068965517241,0.9862068965517241,713362.8125,0.5023474178403756,0.16470197575958825,1.0,1.0,475252.125,0.755868544600939,0.3725718080690686,1.0,1.0
simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21,ClinIntraOp-Pf-v1,paper,21,0.5,0.5,stap,MC-SVD -> STAP,MC-SVD -> STAP,MC-SVD -> STAP (STAP detector),MC-SVD,mc_svd,stap,1,vnext,STAP detector,stap_detector_score_pre_ka,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21/simus_clinintraop_pf_v1_motionx0p5_phasex0p5_seed21_stap,score_stap_preka.npy,64,128,128,1500.0,1.4786229133605957,0.30000001192092896,426,12046,290,290,0.4930334539195993,0.37501214181641573,8.301510874979246e-05,0.0034482758620689655,1.8302393142581213,0.0,0.00016603021749958492,0.0,0.0,1.6364812314510337,0.0,0.001079196413747302,0.0,0.0,1.3767842054367065,0.2511737089201878,0.24721899385688195,0.4379310344827586,0.4379310344827586,1.3286154866218567,0.5,0.5040677403287398,0.6655172413793103,0.6655172413793103,1.2788526713848114,0.7488262910798122,0.7658143782168355,0.8448275862068966,0.8448275862068966
simus_clinintraop_pf_v1_motionx1_phasex1_seed21,ClinIntraOp-Pf-v1,paper,21,1.0,1.0,baseline_mc_svd,MC-SVD,MC-SVD,MC-SVD (Baseline score),MC-SVD,mc_svd,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx1_phasex1_seed21/simus_clinintraop_pf_v1_motionx1_phasex1_seed21_baseline_mc_svd,score_base.npy,64,128,128,1500.0,1.6264997720718384,0.6000000238418579,426,12046,290,290,0.5903763663390493,0.03568075117370892,8.301510874979246e-05,0.0034482758620689655,125842653.46400137,0.0,0.00016603021749958492,0.0,0.0,81298200.83999999,0.0,0.001079196413747302,0.0,0.0,7155676.5,0.2511737089201878,0.21243566329071892,0.996551724137931,0.996551724137931,5005362.0,0.5,0.3710775361115723,1.0,1.0,3440984.5625,0.7488262910798122,0.592810891582268,1.0,1.0
simus_clinintraop_pf_v1_motionx1_phasex1_seed21,ClinIntraOp-Pf-v1,paper,21,1.0,1.0,baseline_svd_similarity,Adaptive Local SVD,Adaptive Local SVD,Adaptive Local SVD (Baseline score),Adaptive Local SVD,svd_similarity,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx1_phasex1_seed21/simus_clinintraop_pf_v1_motionx1_phasex1_seed21_baseline_svd_similarity,score_base.npy,64,128,128,1500.0,1.6264997720718384,0.6000000238418579,426,12046,290,290,0.652800999922831,0.015112514165452486,8.301510874979246e-05,0.0034482758620689655,58382005.19200011,0.0,0.00016603021749958492,0.0,0.0,35588594.299999945,0.0,0.001079196413747302,0.0,0.0,3279635.5625,0.2511737089201878,0.1760750456583098,1.0,1.0,2300494.5,0.5,0.3009297692179977,1.0,1.0,1620558.3125,0.7488262910798122,0.4766727544413083,1.0,1.0
simus_clinintraop_pf_v1_motionx1_phasex1_seed21,ClinIntraOp-Pf-v1,paper,21,1.0,1.0,baseline_local_svd,Local SVD,Local SVD,Local SVD (Baseline score),Local SVD,local_svd,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx1_phasex1_seed21/simus_clinintraop_pf_v1_motionx1_phasex1_seed21_baseline_local_svd,score_base.npy,64,128,128,1500.0,1.6264997720718384,0.6000000238418579,426,12046,290,290,0.1950857004331596,0.16415735794074793,8.301510874979246e-05,0.0034482758620689655,53856361.92800285,0.0,0.00016603021749958492,0.0,0.0,35406117.49999991,0.0,0.001079196413747302,0.0,0.0,3493168.4375,0.2511737089201878,0.7634069400630915,0.8344827586206897,0.8344827586206897,2609492.5,0.5,0.876390503071559,0.9896551724137931,0.9896551724137931,1957265.5625,0.7488262910798122,0.9343350489789142,1.0,1.0
simus_clinintraop_pf_v1_motionx1_phasex1_seed21,ClinIntraOp-Pf-v1,paper,21,1.0,1.0,baseline_rpca,RPCA,RPCA,RPCA (Baseline score),RPCA,rpca,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx1_phasex1_seed21/simus_clinintraop_pf_v1_motionx1_phasex1_seed21_baseline_rpca,score_base.npy,64,128,128,1500.0,1.6264997720718384,0.6000000238418579,426,12046,290,290,0.37093732632108994,0.031852031730613566,8.301510874979246e-05,0.0034482758620689655,735235259.3920375,0.0,0.00016603021749958492,0.0,0.0,397522112.1599981,0.0,0.001079196413747302,0.0,0.0,13800379.75,0.2511737089201878,0.47874813216005313,0.9896551724137931,0.9896551724137931,7634123.0,0.5,0.6531628756433671,1.0,1.0,3891694.4375,0.7488262910798122,0.7897227295367757,1.0,1.0
simus_clinintraop_pf_v1_motionx1_phasex1_seed21,ClinIntraOp-Pf-v1,paper,21,1.0,1.0,baseline_hosvd,HOSVD,HOSVD,HOSVD (Baseline score),HOSVD,hosvd,baseline,0,vnext,Baseline score,baseline_score,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx1_phasex1_seed21/simus_clinintraop_pf_v1_motionx1_phasex1_seed21_baseline_hosvd,score_base.npy,64,128,128,1500.0,1.6264997720718384,0.6000000238418579,426,12046,290,290,0.7196190035224909,0.04727213857859802,8.301510874979246e-05,0.0034482758620689655,3279445.2083750563,0.0,0.00016603021749958492,0.04827586206896552,0.04827586206896552,2293510.25,0.0,0.0013282417399966794,0.2206896551724138,0.2206896551724138,928905.75,0.2535211267605634,0.08185289722729537,0.9586206896551724,0.9586206896551724,626772.875,0.5023474178403756,0.21434501079196414,1.0,1.0,396865.34375,0.7511737089201878,0.42478831147268803,1.0,1.0
simus_clinintraop_pf_v1_motionx1_phasex1_seed21,ClinIntraOp-Pf-v1,paper,21,1.0,1.0,stap,MC-SVD -> STAP,MC-SVD -> STAP,MC-SVD -> STAP (STAP detector),MC-SVD,mc_svd,stap,1,vnext,STAP detector,stap_detector_score_pre_ka,runs/sim_eval/simus_motion_ladder_intraop_paper_seed21/eval/simus_clinintraop_pf_v1_motionx1_phasex1_seed21/simus_clinintraop_pf_v1_motionx1_phasex1_seed21_stap,score_stap_preka.npy,64,128,128,1500.0,1.6264997720718384,0.6000000238418579,426,12046,290,290,0.46022475268902696,0.34398575360207223,8.301510874979246e-05,0.0034482758620689655,1.704176236987114,0.0,0.00016603021749958492,0.0,0.0,1.5997737360000606,0.0,0.001079196413747302,0.0034482758620689655,0.0034482758620689655,1.3786274790763855,0.2511737089201878,0.297609164868006,0.42758620689655175,0.42758620689655175,1.3339553475379944,0.5,0.539183131329902,0.7137931034482758,0.7137931034482758,1.2818781435489655,0.7488262910798122,0.8026730865017433,0.9,0.9
